Iteration		Time(s) 			State
430				1.08322e+001			A: 1	B: 8	z: 6	Uj0+: 0	
431				1.08347e+001			A: 1	B: 8	z: 3	Uj0+: 0	
432				1.08742e+001			A: 1	B: 8	z: 0	Uj0+: 0	
433				1.10593e+001			A: 3	B: 11	z: 0	Uj0+: 0	
434				1.10593e+001			A: 1	B: 8	z: 4	Uj0+: 0	
435				1.10711e+001			A: 1	B: 8	z: 1	Uj0+: 0	
436				1.12562e+001			A: 3	B: 11	z: 1	Uj0+: 0	
437				1.12562e+001			A: 1	B: 8	z: 5	Uj0+: 0	
438				1.12611e+001			A: 1	B: 8	z: 2	Uj0+: 0	
439				1.14462e+001			A: 3	B: 11	z: 2	Uj0+: 0	
440				1.14462e+001			A: 1	B: 8	z: 6	Uj0+: 0	
441				1.14487e+001			A: 1	B: 8	z: 3	Uj0+: 0	
442				1.14882e+001			A: 1	B: 8	z: 0	Uj0+: 0	
443				1.16733e+001			A: 3	B: 11	z: 0	Uj0+: 0	
444				1.16733e+001			A: 1	B: 8	z: 4	Uj0+: 0	
445				1.16851e+001			A: 1	B: 8	z: 1	Uj0+: 0	
446				1.18701e+001			A: 3	B: 11	z: 1	Uj0+: 0	
447				1.18702e+001			A: 1	B: 8	z: 5	Uj0+: 0	
448				1.18751e+001			A: 1	B: 8	z: 2	Uj0+: 0	
449				1.20601e+001			A: 3	B: 11	z: 2	Uj0+: 0	
450				1.20602e+001			A: 1	B: 8	z: 6	Uj0+: 0	
451				1.20627e+001			A: 1	B: 8	z: 3	Uj0+: 0	
452				1.21022e+001			A: 1	B: 8	z: 0	Uj0+: 0	
453				1.22872e+001			A: 3	B: 11	z: 0	Uj0+: 0	
454				1.22873e+001			A: 1	B: 8	z: 4	Uj0+: 0	
455				1.22990e+001			A: 1	B: 8	z: 1	Uj0+: 0	
456				1.24841e+001			A: 3	B: 11	z: 1	Uj0+: 0	
457				1.24842e+001			A: 1	B: 8	z: 5	Uj0+: 0	
458				1.24890e+001			A: 1	B: 8	z: 2	Uj0+: 0	
459				1.26741e+001			A: 3	B: 11	z: 2	Uj0+: 0	
460				1.26742e+001			A: 1	B: 8	z: 6	Uj0+: 0	
461				1.26766e+001			A: 1	B: 8	z: 3	Uj0+: 0	
462				1.27161e+001			A: 1	B: 8	z: 0	Uj0+: 0	
463				1.29012e+001			A: 3	B: 11	z: 0	Uj0+: 0	
464				1.29012e+001			A: 1	B: 8	z: 4	Uj0+: 0	
465				1.29130e+001			A: 1	B: 8	z: 1	Uj0+: 0	
466				1.30981e+001			A: 3	B: 11	z: 1	Uj0+: 0	
467				1.30981e+001			A: 1	B: 8	z: 5	Uj0+: 0	
468				1.31030e+001			A: 1	B: 8	z: 2	Uj0+: 0	
469				1.32881e+001			A: 3	B: 11	z: 2	Uj0+: 0	
470				1.32881e+001			A: 1	B: 8	z: 6	Uj0+: 0	
471				1.32906e+001			A: 1	B: 8	z: 3	Uj0+: 0	
472				1.33301e+001			A: 1	B: 8	z: 0	Uj0+: 0	
473				1.35152e+001			A: 3	B: 11	z: 0	Uj0+: 0	
474				1.35152e+001			A: 1	B: 8	z: 4	Uj0+: 0	
475				1.35270e+001			A: 1	B: 8	z: 1	Uj0+: 0	
476				1.37121e+001			A: 3	B: 11	z: 1	Uj0+: 0	
477				1.37121e+001			A: 1	B: 8	z: 5	Uj0+: 0	
478				1.37170e+001			A: 1	B: 8	z: 2	Uj0+: 0	
479				1.39021e+001			A: 3	B: 11	z: 2	Uj0+: 0	
480				1.39021e+001			A: 1	B: 8	z: 6	Uj0+: 0	
481				1.39046e+001			A: 1	B: 8	z: 3	Uj0+: 0	
482				1.39441e+001			A: 1	B: 8	z: 0	Uj0+: 0	
483				1.41291e+001			A: 3	B: 11	z: 0	Uj0+: 0	
484				1.41292e+001			A: 1	B: 8	z: 4	Uj0+: 0	
485				1.41409e+001			A: 1	B: 8	z: 1	Uj0+: 0	
486				1.43260e+001			A: 3	B: 11	z: 1	Uj0+: 0	
487				1.43261e+001			A: 1	B: 8	z: 5	Uj0+: 0	
488				1.43310e+001			A: 1	B: 8	z: 2	Uj0+: 0	
489				1.45160e+001			A: 3	B: 11	z: 2	Uj0+: 0	
490				1.45161e+001			A: 1	B: 8	z: 6	Uj0+: 0	
491				1.45185e+001			A: 1	B: 8	z: 3	Uj0+: 0	
492				1.45580e+001			A: 1	B: 8	z: 0	Uj0+: 0	
493				1.47431e+001			A: 3	B: 11	z: 0	Uj0+: 0	
494				1.47432e+001			A: 1	B: 8	z: 4	Uj0+: 0	
495				1.47549e+001			A: 1	B: 8	z: 1	Uj0+: 0	
496				1.49400e+001			A: 3	B: 11	z: 1	Uj0+: 0	
497				1.49400e+001			A: 1	B: 8	z: 5	Uj0+: 0	
498				1.49449e+001			A: 1	B: 8	z: 2	Uj0+: 0	
499				1.51300e+001			A: 3	B: 11	z: 2	Uj0+: 0	
500				1.51300e+001			A: 1	B: 8	z: 6	Uj0+: 0	
501				1.51325e+001			A: 1	B: 8	z: 3	Uj0+: 0	
502				1.51720e+001			A: 1	B: 8	z: 0	Uj0+: 0	
503				1.53571e+001			A: 3	B: 11	z: 0	Uj0+: 0	
504				1.53571e+001			A: 1	B: 8	z: 4	Uj0+: 0	
505				1.53689e+001			A: 1	B: 8	z: 1	Uj0+: 0	
506				1.55540e+001			A: 3	B: 11	z: 1	Uj0+: 0	
507				1.55540e+001			A: 1	B: 8	z: 5	Uj0+: 0	
508				1.55589e+001			A: 1	B: 8	z: 2	Uj0+: 0	
509				1.57440e+001			A: 3	B: 11	z: 2	Uj0+: 0	
510				1.57440e+001			A: 1	B: 8	z: 6	Uj0+: 0	
511				1.57465e+001			A: 1	B: 8	z: 3	Uj0+: 0	
512				1.57860e+001			A: 1	B: 8	z: 0	Uj0+: 0	
513				1.59711e+001			A: 3	B: 11	z: 0	Uj0+: 0	
514				1.59711e+001			A: 1	B: 8	z: 4	Uj0+: 0	
515				1.59829e+001			A: 1	B: 8	z: 1	Uj0+: 0	
516				1.61679e+001			A: 3	B: 11	z: 1	Uj0+: 0	
517				1.61680e+001			A: 1	B: 8	z: 5	Uj0+: 0	
518				1.61729e+001			A: 1	B: 8	z: 2	Uj0+: 0	
519				1.63579e+001			A: 3	B: 11	z: 2	Uj0+: 0	
520				1.63580e+001			A: 1	B: 8	z: 6	Uj0+: 0	
521				1.63605e+001			A: 1	B: 8	z: 3	Uj0+: 0	
522				1.64000e+001			A: 1	B: 8	z: 0	Uj0+: 0	
523				1.65850e+001			A: 3	B: 11	z: 0	Uj0+: 0	
524				1.65851e+001			A: 1	B: 8	z: 4	Uj0+: 0	
525				1.65968e+001			A: 1	B: 8	z: 1	Uj0+: 0	
526				1.67819e+001			A: 3	B: 11	z: 1	Uj0+: 0	
527				1.67819e+001			A: 1	B: 8	z: 5	Uj0+: 0	
528				1.67868e+001			A: 1	B: 8	z: 2	Uj0+: 0	
529				1.69719e+001			A: 3	B: 11	z: 2	Uj0+: 0	
530				1.69720e+001			A: 1	B: 8	z: 6	Uj0+: 0	
531				1.69744e+001			A: 1	B: 8	z: 3	Uj0+: 0	
532				1.70139e+001			A: 1	B: 8	z: 0	Uj0+: 0	
533				1.71990e+001			A: 3	B: 11	z: 0	Uj0+: 0	
534				1.71990e+001			A: 1	B: 8	z: 4	Uj0+: 0	
535				1.72108e+001			A: 1	B: 8	z: 1	Uj0+: 0	
536				1.73959e+001			A: 3	B: 11	z: 1	Uj0+: 0	
537				1.73959e+001			A: 1	B: 8	z: 5	Uj0+: 0	
538				1.74008e+001			A: 1	B: 8	z: 2	Uj0+: 0	
539				1.75859e+001			A: 3	B: 11	z: 2	Uj0+: 0	
540				1.75859e+001			A: 1	B: 8	z: 6	Uj0+: 0	
541				1.75884e+001			A: 1	B: 8	z: 3	Uj0+: 0	
542				1.76279e+001			A: 1	B: 8	z: 0	Uj0+: 0	
543				1.78130e+001			A: 3	B: 11	z: 0	Uj0+: 0	
544				1.78130e+001			A: 1	B: 8	z: 4	Uj0+: 0	
545				1.78248e+001			A: 1	B: 8	z: 1	Uj0+: 0	
546				1.80098e+001			A: 3	B: 11	z: 1	Uj0+: 0	
547				1.80099e+001			A: 1	B: 8	z: 5	Uj0+: 0	
548				1.80148e+001			A: 1	B: 8	z: 2	Uj0+: 0	
549				1.81999e+001			A: 3	B: 11	z: 2	Uj0+: 0	
550				1.81999e+001			A: 1	B: 8	z: 6	Uj0+: 0	
551				1.82024e+001			A: 1	B: 8	z: 3	Uj0+: 0	
552				1.82419e+001			A: 1	B: 8	z: 0	Uj0+: 0	
553				1.84269e+001			A: 3	B: 11	z: 0	Uj0+: 0	
554				1.84270e+001			A: 1	B: 8	z: 4	Uj0+: 0	
555				1.84387e+001			A: 1	B: 8	z: 1	Uj0+: 0	
556				1.86238e+001			A: 3	B: 11	z: 1	Uj0+: 0	
557				1.86239e+001			A: 1	B: 8	z: 5	Uj0+: 0	
558				1.86288e+001			A: 1	B: 8	z: 2	Uj0+: 0	
559				1.88138e+001			A: 3	B: 11	z: 2	Uj0+: 0	
560				1.88139e+001			A: 1	B: 8	z: 6	Uj0+: 0	
561				1.88163e+001			A: 1	B: 8	z: 3	Uj0+: 0	
562				1.88558e+001			A: 1	B: 8	z: 0	Uj0+: 0	
563				1.90409e+001			A: 3	B: 11	z: 0	Uj0+: 0	
564				1.90410e+001			A: 1	B: 8	z: 4	Uj0+: 0	
565				1.90527e+001			A: 1	B: 8	z: 1	Uj0+: 0	
566				1.92378e+001			A: 3	B: 11	z: 1	Uj0+: 0	
567				1.92378e+001			A: 1	B: 8	z: 5	Uj0+: 0	
568				1.92427e+001			A: 1	B: 8	z: 2	Uj0+: 0	
569				1.94278e+001			A: 3	B: 11	z: 2	Uj0+: 0	
570				1.94278e+001			A: 1	B: 8	z: 6	Uj0+: 0	
571				1.94303e+001			A: 1	B: 8	z: 3	Uj0+: 0	
572				1.94698e+001			A: 1	B: 8	z: 0	Uj0+: 0	
573				1.96549e+001			A: 3	B: 11	z: 0	Uj0+: 0	
574				1.96549e+001			A: 1	B: 8	z: 4	Uj0+: 0	
575				1.96667e+001			A: 1	B: 8	z: 1	Uj0+: 0	
576				1.98518e+001			A: 3	B: 11	z: 1	Uj0+: 0	
577				1.98518e+001			A: 1	B: 8	z: 5	Uj0+: 0	
578				1.98567e+001			A: 1	B: 8	z: 2	Uj0+: 0	
